Song ID,Name,Artist,Album,Release Date,Popularity,Duration (ms),Playcount,Listeners,TopTags,WikiContent
2aPTvyE09vUCRwVvj0I8WK,Sundress,A$AP Rocky,Sundress,20-11-2018,81,158205,17779957,1037944,"MySpotigramBot, psychedelic pop, Hip-Hop, indie, pop","“Sundress” is the first single by A$AP Rocky after the release of his third studio album, TESTING. The song and its accompanying music video were released on November 20, 2018.

The song heavily samples Tame Impala’s “Why Won’t You Make Up Your Mind?”, released on their 2010 debut album Innerspeaker. Additionally, the song features production from frequent collaborators Danger Mouse and Hector Delgado, whilst also offering Rocky’s first collaboration with Syk Sense.

“Sundress” is a highly-anticipated collaboration between Tame Impala and Rocky. News of a collaboration between the two surfaced in 2014, as a track titled “Unicorn” which sampled Tame’s “Feels Like We Only Go Backwards” leaked online, however it was never officially released by Rocky. Moreover, in September 2017, a snippet surfaced of the since the unreleased song “Pretty Guy,” speculated to be produced by Kevin Parker.

The music video for “Sundress” was unexpectedly leaked on November 1, 2018, which was popularized by a since-deleted Twitter post. Furthermore, Rocky performed “Sundress” live for the first time at the Camp Flog Gnaw Carnival on November 10, 2018. <a href=""http://www.last.fm/music/A$AP+Rocky/_/Sundress"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
5I6YA7oHtraxwWQzzCugDt,You Be Killin Em,Fabolous,There Is No Competition 2: The Grieving Music Mixtape,01-01-2010,50,209693,410203,116119,"Hip-Hop, Fabolous, rap, hip hop, 2010",N/A
1cdC9TCqyLwAlsw3fVJaJS,Soundtrack 2 My Life,Kid Cudi,Man On The Moon: The End Of Day,15-09-2009,54,235626,7775788,996385,"kid cudi, Hip-Hop, hip hop, rap, soundtrack 2 my life","""Soundtrack 2 My Life"" is the second track form Kid Cudi’s groundbreaking debut album “Man on the Moon: The End of Day”. The song is a fan favorite that quickly became an anthem for the kids who felt seen by Cudi’s music.

At the time of this song’s release, very few rappers dove into deep personal matters in their music, or discussed issues like depression and anxiety in their music, and this song marks Cudi as the originatior of modern day emo rap.
The song dwells on Cudi’s entire life, and mostly about how growing up and now, he is constantly haunted by his mental health struggles, the issues nobody can see.

There is a generation that was saved by Cudi’s music, this album and this song specifically, just for knowing that they weren’t the only ones struggling. Cudi’s line about being a sacrifice to show the kids we ain’t the only ones up at night reigns true in so many ways.

""This track is called “Soundtrack 2 My Life”, […] produced by Emile. And, this is kinda like the opening scene of the story and, it’s kinda like I’m waking up in the dream now. And, you know, it’s kinda giving you a brief rundown, like a prelude to what’s about to happen in the story. Kinda like, you know, an introduction, like when you open a book. […] And, you know, it sets the pace. It’s got energy and it’s, you know, one of the real rapping joints on the album, you know what I mean, ‘cause it’s three verses, it’s sixteen bars, and I’m spittin’.""

– in a song by song interview with Generations

""What has Emile said about the song?""

""That record started with me just kind of on the keyboard just playing shit. When he heard something he liked, he would be like, ‘That’s dope.’ It would just be like some chords, then we’d kind of build it around that. It wasn’t like, I’d have a beat done and be like, ‘What do you think?’ It would always just start with nothing and then build into a beat.

That was [another] one of those records we cut all in one night, which is rare, because usually we would spend a few days or a few different sessions per song. That one we did in one night because he was just determined to get it done."" <a href=""http://www.last.fm/music/Kid+Cudi/_/Soundtrack+2+My+Life"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),Gesaffelstein,Hyperion,08-03-2019,80,202093,10406995,780048,"MySpotigramBot, electronic, pop, rnb, The Weeknd","”Lost in the Fire” is Gesaffelstein’s third collaboration with R&B singer, The Weeknd. They have previously worked together on The Weeknd’s My Dear Melancholy, on the tracks I Was Never There and Hurt You. The song was first teased January 7, 2019 by both of the artists in a set of promotional shots of the two together on the set of the music video. The song was released January 11, 2019 along with being debuted on The Weeknd’s Beats 1 Radio Show Memento Mori and a couple hours later Gesaffelstein released the music video onto his YT channel. The track serves as the second single off of Gesaffelstein’s new album titled Hyperion. 

In this song, Abel sings about his current girlfriend, Bella Hadid. He dives into their sex life and how truly he feels for her as he doesn’t want to lose her after already breaking up before. He even shares the idea of having a child with her (along with lyrics poking fun at Drake’s controversy of his secret child) and doesn’t mind risking it as he feels she’s the right one. He also hints the possibility of her being bisexual.

 <a href=""http://www.last.fm/music/Gesaffelstein/_/Lost+in+the+Fire+(feat.+The+Weeknd)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),Young Thug,Beautiful Thugger Girls,16-06-2017,66,215306,2629489,266087,"Hip-Hop, rap, future, trap, Young Thug","“Relationship” sees Thugger and Future croon over an instrumental reminiscent of early 2000s R&B and brag about their relationships with different women.

This song is their second collaboration since Young Thug and Future’s beef which began in November of 2015 when producer Metro Boomin sent out a series of tweets that stated Future started the trend of releasing multiple mixtapes per year, and that other artists should focus on dropping one good project. Young Thug, who already released multiple mixtapes that year, believed the tweets were directed at him, and sent multiple shots at Metro. Future also took to Twitter that night with a tweet that many believed was directed towards Thugger.

Another Twitter battle took place between Thug and Future hours before the release of Future’s album EVOL. In September of 2016, Thug publicly apologized to Future, officially squashing their beef. They recently collaborated on the DJ Esco track, “Who”.

This song’s production is handled by BL$$D, producer of the hit song Rolex, and Billboard Hitmakers, a production group who assisted with many of the tracks on Young Thug’s last mixtape Jeffery. <a href=""http://www.last.fm/music/Young+Thug/_/Relationship+(feat.+Future)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),Drake,Scary Hours 2,05-03-2021,73,192956,8694371,569322,"Drake, lil baby, MySpotigramBot, rap, hip hop","On “Wants and Needs,” Drake and Lil Baby go back and forth on aspects of life involved in the balance of what is wanted versus what is needed.

Between women, money, inner-circles, religion, and more, both rappers have to balance the importance of many things in life.

“Wants and Needs” debuted at #2 on the Billboard Hot 100 during the chart week of March 20, 2021. It is Lil Baby’s highest-charting song.

Along with “What’s Next” at #1 and “Lemon Pepper Freestyle” at #3 on the chart, Drake debuted all three tracks from Scary Hours 2 in the top three spots on the Billboard Hot 100, becoming the first artist in history to accomplish this feat. He is the third artist in history to occupy all three spots simultaneously, joining Ariana Grande and The Beatles as the only acts to do so. <a href=""http://www.last.fm/music/Drake/_/Wants+and+Needs+(feat.+Lil+Baby)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,I NEVER LIKED YOU,29-04-2022,82,189893,9544151,664581,"MySpotigramBot, Hip-Hop, rnb, trap, pop rap","On “WAIT FOR U,” the lead single for ""I NEVER LIKED YOU"", Future enlists his frequent collaborator, Drake and Nigerian rising R&B artist, Tems, for a heartfelt track detailing their twisted relationships and drug addictions.

Even though Tems is credited as a feature, her vocals are sampled from her 2020 Neo Soul song, “Higher,” Future later revealed he included her as a feature to give her recognition.

Producer ATL Jacob talked about the song’s recording process during a May 5, 2022 interview with Complex:

""I made the beat for ‘WAIT FOR U’ so long ago. That’s the crazy part. I made it about a year ago. I just knew it was a vibe. I was like, ‘This is hard,’ and I knew I was going to give it to Future. Then he skipped it. But we were talking the other day when we were at Drake’s house, and he said he skipped it because he knew it was one of his favorites. He said he listened to that beat every day for a month straight, without rapping or nothing. He was just listening to the beat like it was a song for a month straight, and he knew what he was going to do to it.

I didn’t even know he [laid the vocals down]. A long time went by like, six or seven months. So I was like, let me try the beat with another artist, since he ain’t like it. Then he called me and said, ‘Hey, don’t ever get this beat out to nobody else. I got a crazy song on it.’""

During the week ending May 4, 2022, “WAIT FOR U” debuted at #1 on the Hot 100. With this track, Drake earned his 10th song to top the chart and his sixth to debut at #1. It is the second #1 song for Future and the first for Tems.

On June 6, 2022, “WAIT FOR U” was certified platinum by the RIAA. <a href=""http://www.last.fm/music/Future/_/WAIT+FOR+U+(feat.+Drake+&+Tems)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,29-04-2022,77,172933,8801588,542613,"MySpotigramBot, -1001819731063, trap, Hip-Hop, rap","“PUFFIN ON ZOOTIEZ” is the fifth track on Future’s ninth studio album ""I NEVER LIKED YOU"".

This song’s snippet, which was previously named “Hermès Astronaut” by fans (they misheard “Hermès ashtray” for “Hermès astronaut”), went viral after Future had posted it to his Instagram story on November 1, 2021.

Zootiez is also a brand that Future has collaborated with to help promote the album. There was a listening party for the album on the Zootiez discord server, where fans were also able to hear a couple of songs from the album a few hours before its eventual release. <a href=""http://www.last.fm/music/Future/_/PUFFIN+ON+ZOOTIEZ"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),Future,High Off Life,15-05-2020,66,237918,7521131,657962,"2020, MySpotigramBot, rap, future, trap","On “Life Is Good,” Future enlists the help of frequent collaborator Drake for their first collaboration since June 2018’s “Blue Tint.” Although the song was released as a collaboration, it’s divided in two solo songs.

The track was initially previewed on Future’s Instagram Live on December 18, 2019. Between then and the track’s official release, Future and Drake teased it multiple times—most notably on January 6, 2020 when Drake teased the track’s imminent release and revealed its title via his Instagram story. <a href=""http://www.last.fm/music/Future/_/Life+is+Good+(feat.+Drake)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos),Gucci Mane,Mr. Davis,13-10-2017,67,233087,2240425,299392,"trap, MySpotigramBot, Hip-Hop, rap, hiphop","“I Get the Bag” is a promotional single from Gucci Mane’s 13th studio album, Mr. Davis, where he teams up with an Offset-less Migos.

Takeoff and Quavo rap about their drug-fueled ways and Gucci brags about his wealth and his women. Gucci previously collaborated with Migos on their single, “Slippery” which shares similar flows on this song. <a href=""http://www.last.fm/music/Gucci+Mane/_/I+Get+the+Bag+(feat.+Migos)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Migos,Culture II,26-01-2018,69,276147,3190670,434049,"Hip-Hop, rap, trap, MySpotigramBot, Gangsta Rap",N/A
0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),Migos,Culture,27-01-2017,69,343150,3985856,539737,"MySpotigramBot, trap, Hip-Hop, rap, 2010s","""Bad and Boujee"" is a song by American hip hop group Migos. It was released on October 28, 2016 as the lead single from their second studio album Culture. It was released by Quality Control Entertainment, 300 Entertainment, and Atlantic Records. The song features vocals from American rapper Lil Uzi Vert, and was produced by Metro Boomin, with co-production by G Koop.

In late December 2016, ""Bad and Boujee"" became an Internet phenomenon, spawning a large number of memes with the lyrics ""rain drop, drop top"". This viral trend, combined with Donald Glover's shoutout at the 2017 Golden Globes, would help its commercial performance and cause the song to spike into the top ten and later peak at number one on the US Billboard Hot 100 for the week of January 21, 2017, making it the first number one single for both Migos and Lil Uzi Vert. <a href=""http://www.last.fm/music/Migos/_/Bad+and+Boujee+(Feat.+Lil+Uzi+Vert)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
6ZA3Q8Dj5BrnmOsT300DCh,Ice Cream Man,Tyga,Fuk Wat They Talkin Bout,24-08-2015,67,186672,1230032,173705,,N/A
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,2 Chainz,Pretty Girls Like Trap Music,16-06-2017,62,210200,1681257,258072,"2010s, trey songz, 2017, 2 chainz, jhene aiko",N/A
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,05-10-2018,79,145542,8677677,616994,"MySpotigramBot, trap, rap, Hip-Hop, Love","“Drip Too Hard” is the lead single from Lil Baby and Gunna’s debut collaborative album, Drip Harder. Both the song and album title are homages to Baby and Gunna’s respective “Hard” and “Drip” series of mixtapes and albums.

The song features production from Turbo, who frequently collaborates with both artists and who also serves as executive producer of Drip Harder. Other notable collaborations by the trio are Gunna’s “Oh Okay” and “Sold Out Dates.”

During the week ending October 20, 2018, “Drip Too Hard” peaked at #4 on the Hot 100 chart.

On September 12, 2022, “Drip Too Hard” was certified 10x multi-platinum by the RIAA. <a href=""http://www.last.fm/music/Lil+Baby/_/Drip+Too+Hard+(Lil+Baby+&+Gunna)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
5oMkgWZqmKjaJHrsXcsZZy,Donald Trump,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),03-06-2016,2,164522,3433267,528051,"hip hop, mac miller, rap, Hip-Hop, Donald Trump","""Donald Trump"" is a song by American rapper Mac Miller, released as the only single from his mixtape Best Day Ever. The melody played throughout the song is sampled from ""Vesuvius"" by Sufjan Stevens. The song's music video was uploaded to YouTube on March 3, 2011, while the single was released digitally on May 17, 2011.

The money-inspired song references Donald Trump, who, five years after the song's release, was elected as the 45th president of the United States. Trump and Miller feuded over the song for years, with Trump demanding royalties for the use of his name.

After performing the song for several weeks, Mac Miller released ""Donald Trump"" as a free download on February 9, 2011. Its music video, directed by Ian Wolfson, was uploaded to YouTube on March 3, 2011. The song was included in Miller's 2011 mixtape Best Day Ever, and commercially released by Rostrum Records as a single on May 17, 2011.

The money-inspired song refers to Donald Trump, particularly Miller's ambitions to become wealthy and successful like him (""Take over the world when I'm on my Donald Trump shit / Look at all this money, ain't that some shit?""). According to Miller, the use of Trump's name was a last-minute decision, and he ""was just somebody who symbolized financial success to everybody at that time"". When the music video surpassed 20 million views in August 2011, Trump released a YouTube video congratulating Miller, and branded him ""the new Eminem"". Miller responded appreciatively but played down any comparisons between himself and Eminem.

As the song garnered more streams in 2012, Trump took a more aggressive tone and demanded royalties for using his name, igniting a feud with Miller. In a January 2013 interview, Miller insulted Trump and said he was bothered by Trump taking credit for the song's success. He added that he could have referenced Bill Gates instead and that the name did not matter. In response, Trump threatened Miller with a lawsuit via a series of tweets. In July 2015, Trump changed his attitude toward Miller again when he ended an interview by praising Miller's song as it approached 100 million views. During Trump's 2016 presidential campaign, Miller denounced Trump and urged people not to elect him. Miller said on The Nightly Show with Larry Wilmore that he ""hated"" Trump, and described him as ""an egomaniacal, attention-thirsty, psychopathic, power-hungry, delusional waste of skin and bones"".

Rolling Stone's Nick Catucci called the track an ""irresistible bro-down"".

""Donald Trump"" was Miller's first song to chart on the US Billboard Hot 100, entering at number 80 on the chart dated June 11, 2011, and peaking at number 75 on January 7, 2012. On March 19, 2013, it was certified platinum by the Recording Industry Association of America for digital download sales of over one million. The song also charted in SNEP, the official French Singles Chart, peaking at number 110 in June 2012. <a href=""http://www.last.fm/music/Mac+Miller/_/Donald+Trump"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
5eqK0tbzUPo2SoeZsov04s,Bank Account,21 Savage,Issa Album,06-07-2017,72,220306,5774703,603645,"MySpotigramBot, 21 savage, Hip-Hop, rap, american","“Bank Account” sees 21 Savage rapping about his wealth amongst other things over a dark beat produced by Metro Boomin and 21 Savage himself.

The track samples Coleridge-Taylor Perkinson’s 1974 song “Flashbulbs,” a sample also used on Travis Scott’s “Oh My Dis Side.”

On the 10th of November the music video was released, starring comedian Mike Epps and directed by Matt Swinsky.

“Bank Account” peaked at #12 on the Billboard Hot 100. It also peaked at #4 on Billboard’s Hot Rap Songs and #5 Hot R&B/Hip-Hop Songs charts. On March 31, 2021, “Bank Account” officially went RIAA 6x Platinum, being certified for 6,000,000 unit sales. <a href=""http://www.last.fm/music/21+Savage/_/Bank+Account"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),06-11-2018,77,203266,8499377,716379,"trap, rap, pop rap, Hip-Hop, psychedelic","""Space Cadet"" is a song by American record producer Metro Boomin, featuring vocals from American rapper Gunna. It was sent to rhythmic contemporary radio through Boominati and Republic on January 29, 2019, as the second single of Metro's debut studio album ""Not All Heroes Wear Capes"".

""Space Cadet"" is primarily produced by Metro Boomin and Wheezy, with Allen Ritter as an additional producer. Meanwhile, the vocals are handled by Gunna, with background vocals at the end from American rapper and singer Travis Scott, a close friend and frequent collaborator of both Metro and Gunna. On the song, Gunna raps about his lavish lifestyle. It is mostly a reference to the Rolls-Royce Wraith, an expensive car that is known for its starry ceiling. A space cadet is a trainee astronaut.

It marks the second official collaboration between Metro and Gunna, following Gunna's 2018 song ""Car Sick"", which also features Canadian rapper Nav, who is a close friend and frequent collaborator of both artists. The song is from Gunna's commercial mixtape ""Drip Season 3"" to which Metro served as an executive producer on and also produced four other songs from the project, ""Helluva Price"", ""Pedestrian"", ""My Soul"", and ""No Joke"". Gunna also makes another appearance on the album alongside American rapper and label boss Young Thug on the song ""Lesbian"".

While talking about ""Space Cadet"", Alphonse Pierre from Pitchfork opined:

""On ""Space Cadet"", Metro ushers Gunna into ""The Twilight Zone"" with a twinkling instrumental, and Gunna responds with one of the album's bounciest hooks. The ""Space Cadet"" instrumental, like so much of the album's production, feels cinematic but thankfully not far removed from his Atlanta-built sound.""

""Space Cadet"" debuted and peaked at number 51 on the US Billboard Hot 100 chart, on the week of November 17, 2018. The single also debuted at number 22 on the US Hot R&B/Hip-Hop Songs chart. On December 9, 2020, the song was certified double platinum by the Recording Industry Association of America (RIAA) for combined sales and streaming equivalent units of over two million units in the United States.

The official music video for ""Space Cadet"" premiered on April 22, 2019. It was directed by Zac Facts. Metro Boomin and Gunna are dancing and floating around in lasers and bright lights, like a simulation of outer space. Young Thug, a close friend and frequent collaborator of both artists, makes a cameo appearance.

On February 11, 2019, Metro Boomin and Gunna performed the song live on The Tonight Show Starring Jimmy Fallon. In tribute of American rapper 21 Savage, a longtime close friend and frequent collaborator of Metro, the latter wore a jacket with the words ""Free 21 Savage"". The rapper was in jail at the time of the performance for illegally being in the United States of America, but was released the following day. <a href=""http://www.last.fm/music/Metro+Boomin/_/Space+Cadet+(feat.+Gunna)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,25-08-2017,79,182706,18304517,1164704,"MySpotigramBot, emo rap, trap, 2017, Lil Uzi Vert","“XO Tour Llif3” is a chronicle of Uzi’s relationship issues with ex-girlfriend, Brittany Byrd, and substance abuse. It’s delivered over bassy and upbeat production but addresses topics like suicide and betrayal. Ultimately, it’s a narrative mixed with strong emotional dialogue, outlining a big fight between them and their girlfriend.

LUV premiered the track in London while opening for The Weeknd’s Starboy: Legend of the Fall 2017 world tour, following the song’s leak. The title pays homage to The Weeknd’s label XO, in light of the performance.

The song was certified 11x Multi-Platinum by the RIAA on December 7, 2022. <a href=""http://www.last.fm/music/LIL+UZI+VERT/_/XO+TOUR+Llif3"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,Stoney (Deluxe),09-12-2016,77,220293,8465107,879576,"MySpotigramBot, 2017, Hip-Hop, rap, trap","On “Congratulations,“ Post Malone and Quavo celebrate success, crediting it to their patience and hard work.

Malone debuted the track while performing in Austin, Texas in September of 2016, two months before the song’s official release. <a href=""http://www.last.fm/music/Post+Malone/_/Congratulations"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,B4 The Storm,28-08-2020,5,195428,2586208,337799,"2020, rap, Awesome, Favorite, fav","Five Internet Money Records producers team up and enlist Gunna, Don Toliver, and NAV for “Lemonade,” the second single off of Internet Money’s debut studio album B4THESTORM. The song was released alongside an accompanying music video directed by Cole Bennett of Lyrical Lemonade.

This single was first previewed by Internet Money founder Taz Taylor during a June 2020 Instagram live. Gunna then previewed a snippet of his verse later that month.

The song then saw several leaks before surfacing in its entirety on July 14, 2020. Notably, a demo of Don’s solo version of the song leaked on June 24, 2020, revealing a verse absent from the final song. <a href=""http://www.last.fm/music/Internet+Money/_/Lemonade+(feat.+Gunna,+Don+Toliver+&+NAV)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,Sweet Action,13-03-2020,71,139741,4896136,528741,"2020, Hip-Hop, rap, 2020s, piano","""WHATS POPPIN"" is a song by American rapper Jack Harlow, released as the lead single from his ""Sweet Action"" EP, by Generation Now and Atlantic Records on January 21, 2020. It was also included on his debut studio album ""Thats What They All Say"" along with its remix.

Being produced by the duo of jetsonmade & Pooh Beatz–the primary producers of one of Summer 2019’s hit songs, “Suge”–and being accompanied by a Lyrical Lemonade music video, this playfully grandeur single from Jack Harlow shows he has gained a new level of trust and recognition within the hip-hop community he had not yet seen in prior years.

""'I had just gotten off tour and I remember Jetson DM'ed me while I was on tour. He probably had the hottest year out of any producer, so I was very excited to get a message from him. As soon as I got back, I hit his line and he came to the studio with Pooh Beatz and we made a couple records. This was probably the third or fourth song that I did right after I got off tour. As soon as they played the beat, it was just this agreement amongst all of us. Like, you gotta snap on this, you can’t be no melodic, fun rap. Just really rap. So that was the focus, and I just went in. When he first got there, I was already aware that there’s a certain tempo he works at, because I heard a lot of DaBaby songs. So the first thing I was trying to get him to do was encourage him to speed his tempo up a little bit and go into a space I’m in. But coincidentally, when this beat came on, this ain’t even really the tempo I was trying to put him in. This is usually his space, and I couldn’t argue with it. It’s just so crazy. As soon as those pianos come in, it felt like there was no choice but to rap on this song. It’s just one of those beats. I heard the beat, then I wrote probably the first 30 bars. While I was in the booth, Jetson and Pooh, they had to go after I finished the first 30. But it sounded right so I did that 30 and then the next day I came back and I started punching some lines in. I was freestyling, so some of them are a little more simple because it was like, “Let me just ride the beat.” So it took two days to finish out. Then I sent it to Jetson and he was like, “Oh, you rapping rapping.” I couldn’t tell if he was pleased by that or not, because he said it like there’s a lot of rapping, but I’m like “Yes.” What was crazy is, everyone that heard it for the first week after it was finished, thought it was special. That’s why we chose to drop it because it was just a feeling. Everyone that came into the studio, when we played that song, the drums didn’t even have to drop for everyone to do the same thing. By the second bar, I was like, “Whoa,” every time. It’s just a feeling. It’s like, this is exciting.'""

“WHATS POPPIN” debuted at #96 on the Billboard Hot 100 during the chart week of February 22, 2020.

During the week of July 4, 2020, “WHATS POPPIN” peaked at #8 on the chart, marking Harlow’s first Top 10 hit on the chart.

After the release of the track’s remix, the song propelled up to #2 on the chart during the week of July 11, 2020. <a href=""http://www.last.fm/music/Jack+Harlow/_/WHATS+POPPIN"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
2aWVaW1p2kUc5yuKwBmRJi,I WANNA SEE SOME ASS (feat. jetsonmade),Jack Harlow,Sweet Action,13-03-2020,63,125302,2532289,299445,"Hip-Hop, rap, Jack Harlow"," <a href=""http://www.last.fm/music/Jack+Harlow/_/I+WANNA+SEE+SOME+ASS+(feat.+jetsonmade)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2012,76,386906,24925564,1599701,"MySpotigramBot, rap, Hip-Hop, kendrick lamar, west coast hip hop","""Money Trees"" is a song by American rapper Kendrick Lamar, taken from his major label debut studio album good kid, m.A.A.d city. The song, which appears as the fifth track on the album, features a guest appearance from his Black Hippy cohort, fellow American rapper Jay Rock. The song, produced by DJ Dahi, entered the Billboard Bubbling Under Hot 100 chart at number 19 due to high downloads, following the album's release. The song, mixed by Top Dawg engineer Derek ""MixedByAli"" Ali, features background vocals from American singer Anna Wise of Sonnymoon. Money Trees samples the Beach House song ""Silver Soul,"" from their 2010 album Teen Dream, as well as vocals from Kendrick’s ""Cartoon and Cereal"" and interpolates lyrics from E-40’s ""Big Ballin’ With My Homies"".

On June 2, 2015, Jay Rock released the sequel ""Money Trees Deuce"" as a solo record with no feature from Kendrick Lamar.

""Money Trees"" follows the storyline of ""Good Kid, M.A.A.D City"", as Kendrick Lamar reassesses what happened so far in the story. He talks about having sex with his love interest Sherane and going to tell his friends about it. He also assesses his current situation in his hometown Compton, California and reflects on the immortalization of his uncle after he was shot. At the end of the track, Lamar's mom calls him again and asks him to bring her car back, a recurring theme of the story. His dad has forgotten about the dominos he wanted by now, suggesting that Lamar ""has been out of the house for a while, driving around and trying to figure his life out, having just been attacked outside Sherane’s house.""

On August 28, 2013, Taj Stansberry revealed that he had begun to shoot a music video with Lamar and Jay Rock for ""Money Trees"". Stansberry, who called the song his favorite song on the album, said upon getting the job to come up with a treatment for the video that was due in a day, he dropped everything right then and created a website for the idea to present to Lamar. He added: ""I started literally at 9 in the morning and finished at 9 at night."" As of June 2018, no further information has been announced regarding the video.

Even without being released as a single, the song spent seven weeks on the US charts and peaked at number 19 on the US Billboard Bubbling Under Hot 100 Singles chart.

""Money Trees"" by Kendrick Lamar is a masterful work of art that showcases the artist's skillful use of language, storytelling, and social commentary. The song is built around a smooth and soulful beat, with Kendrick's lyrics seamlessly flowing over the instrumentation.

The lyrics of ""Money Trees"" are rich with meaning and depth, exploring themes of temptation, greed, and the desire for success. Kendrick tells the story of growing up in a neighborhood where money is scarce and violence is prevalent, and the struggles he faced in trying to break free from that cycle.

One of the most impressive aspects of ""Money Trees"" is Kendrick's use of language. His lyrics are packed with clever wordplay, metaphors, and allusions, all of which serve to enhance the storytelling aspect of the song. The chorus, for example, is built around the refrain ""money trees is the perfect place for shade,"" which is a play on words that captures both the allure and danger of material wealth.

The production on ""Money Trees"" is equally impressive, with the beat featuring a jazzy piano riff and smooth bassline that create a laid-back and mellow vibe. The mix is clean and crisp, with each element of the instrumental and vocal tracks blending together seamlessly.

Overall, ""Money Trees"" is a powerful and impactful work of art that showcases Kendrick Lamar's exceptional talent as a rapper and storyteller. The song's rich and complex lyrics, combined with its soulful and expertly crafted production, make it a standout track not just in Kendrick's catalog, but in the history of hip-hop as a genre. <a href=""http://www.last.fm/music/Kendrick+Lamar/_/Money+Trees"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,KIRK,27-09-2019,74,159714,4339502,479455,"rap, MySpotigramBot, Hip-Hop, hip hop, trap",N/A
6rTInqW3YECMkQsBEHw4sd,Solid (feat. Drake),Young Stoner Life,Slime Language 2,16-04-2021,64,215693,3093799,276371,"electro, trap, pop rap, Southern Hip Hop","On “Solid,” Young Thug and Gunna reunite with their past collaborator Drake for a track about their solid and genuine friendships and relationships. The trio boast their wealth and fame while mentioning the difficulties that come with their lavish lifestyles.

Young Thug teased a snippet of this song six hours before its release via Instagram Live.

Gunna said in a Billboard interview that this song was supposed to be a collaboration between him and Drake for the latter’s Certified Lover Boy.

OZ handled production on the first half of the song, with co-production from Foreign Teck and Elyas (all of whom previously collaborated on Drake’s “Losses”), while Wheezy handled production on the latter half.

“Solid” debuted and peaked at #12 on the Hot 100 during the week ending May 1, 2021.

On August 4, 2021, “Solid” was certified gold by the RIAA. <a href=""http://www.last.fm/music/Young+Stoner+Life/_/Solid+(feat.+Drake)"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
